,index,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
3401,2075.0,The Mire,SHOW,"The town is shocked with a brutal double murder. The ""Courier"" hands the case to an experienced journalist - Witold Wanycz. At the same time, he learns about the mysterious suicide of two teenagers. Together with Piotr, a young journalist, they start their own investigation.",2018,TV-MA,51,tt8855592,6,4312
3402,44.0,Stand by Me,MOVIE,Sin_informacion,1986,R,89,tt0092005,8,392790
3405,1229.0,"Hello, My Name Is Doris",MOVIE,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,2015,R,95,tt3766394,6,20377
3406,3792.0,Seized,MOVIE,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Neroâ€™s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamoâ€™s hideout and seek revenge.",2015,R,85,tt7221772,5,2173
3411,3469.0,How to Fix a Drug Scandal,SHOW,Sin_informacion,2020,TV-MA,53,tt11958942,7,3232
3413,953.0,Stand by Me Doraemon,MOVIE,"In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?",2014,G,90,tt3331846,7,7812
3414,4782.0,Thomas & Friends: All Engines Go!,SHOW,"In a reboot of the classic TV series, a younger Thomas The Tank Engine goes on adventures with all of his friends, as they work on The Island Of Sodor.",2021,TV-Y,11,tt14556544,1,509
3415,1851.0,VeggieTales in the City,SHOW,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",2017,TV-Y,23,tt6562134,5,110
3416,526.0,Nuevo Rico Nuevo Pobre,SHOW,"Nuevo Rico Nuevo Pobre is a Colombian telenovela produced and broadcast by Caracol TV starring MartÃ­n Karpan, John Alex Toro, Maria Cecilia Botero, Carolina Acevedo, Hugo GÃ³mez, former Miss Colombia Andrea Noceti and AndrÃ©s Toro.

The show started on July 16, 2007 on Caracol TV and it is also broadcast on Ecuador's Teleamazonas in primetime. Caracol TV has sold the rights of the show to Telemundo and Fox. It is, as of May 2008, one of the highest rated TV shows in Colombia.",2007,TV-MA,44,tt1233451,7,203
3421,973.0,The Short Game,MOVIE,"Each year, the worldâ€™s best 7 year-old golfers descend on Pinehurst, North Carolina to compete in the World Championships of Junior Golf. The Short Game follows eight of these very young athletes on their quest to become the sportâ€™s next phenom.",2013,PG,100,tt2466830,7,1518
3423,3366.0,The Bonfire of Destiny,SHOW,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events.",2019,TV-MA,50,tt9050352,7,4442
3425,1078.0,Ungli,MOVIE,"When a corrupt judicial system lets a drunken driver off scott-free, four gym friends become vigilantes to avenge the death of their trainer.",2014,PG-13,114,tt2392447,6,3888
3428,168.0,The Parkers,SHOW,"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki and Kim Parker. The Parkers' signature ""Heeyyy"" greeting became very popular in the early 2000s.",1999,TV-PG,19,tt0200353,6,2346
3434,2111.0,El Chapo,SHOW,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",2015,TV-MA,44,tt6692188,7,23794
3441,2822.0,Poster Boys,Sin_informacion,Life of three men comes in trouble when their photos appear on advertisement for sterilization.,2017,PG-13,128,Sin_informacion,5,1541
3442,4702.0,City of Ghosts,SHOW,"Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts, solve problems and learn about their city's history.",2015,TV-Y7,19,tt15477516,6,10
3445,1520.0,The Beginning of Life,MOVIE,"One of the greatest neuroscience breakthroughs is having discovered that babies are far more than a genetic load. The development of all human beings lies on the combination of genetics, the quality of the relationships and the environment they are set on.  The Beginning of Life invites everyone to reflect: are we taking good care of this unique moment, which defines both the present and future of humankind?",2016,G,98,tt5140248,7,934
3447,1864.0,She-Ra and the Princesses of Power,SHOW,"In this reboot of the '80s series, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil.",2018,TV-Y7,24,tt7745956,7,14935
3448,3110.0,Conversations with a Killer: The Ted Bundy Tapes,SHOW,"A unique look inside the mind of an infamous serial killer with this cinematic self-portrait crafted from statements made by Ted Bundy, including present-day interviews, archival footage and audio recordings from death row.",2019,TV-MA,59,Sin_informacion,7,27439
3449,2632.6921658986175,Pup Star: World Tour,MOVIE,"PUP STAR is back, with an all-new movie that takes the popular singing dogs on trip around the world, where Tiny and friends find fantastic new songs and meet exciting new canine singers that prove music really is the universal language.",2018,G,87,tt7322864,3,207
3450,1620.0,Kiss of Life,MOVIE,"Everything he's terrified of, she loves. Could this be love?",2015,G,102,tt5348954,6,1248
3454,1182.0,Slasher,SHOW,"Thirty years ago, in the sleepy community of Waterbury, a killer known as â€œThe Executionerâ€ murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",2016,TV-MA,46,Sin_informacion,6,14071
3457,4847.0,Selling Tampa,SHOW,"Along the Florida coast, Allure Realty stands out among the crowd. Owned by military vet Sharelle Rosado, this all Black, all female real estate firm has its eyes set on dominating the Suncoast. These ladies are equally as fun as they are fiercely ambitious, with all of them vying to be on top of the lavish world of luxury waterfront real estate. Sharelle has big plans for her brokerage and won't let anyone or anything get in the way of making her dreams a reality.
",2021,TV-MA,40,Sin_informacion,4,708
3460,4603.0,Long Story Short,MOVIE,"Teddy wakes up the morning after his wedding to discover that he's jumped forward a year in his life to his first anniversary. Trapped in an endless cycle of time jumps, transported another year ahead every few minutes, he is faced with a race against time as his life crumbles around him.",2021,R,90,Sin_informacion,6,4664
3461,4672.0,Shaman King,SHOW,"Shaman King follows the adventures of a 13-year-old shaman and his teammate a samurai warrior spirit, who traverse the world fighting evil spirits and misguided shamans on their journey to be the next Shaman King.",2021,TV-PG,23,tt12502782,7,1480
3462,1302.0,Pee-wee's Big Holiday,MOVIE,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,2016,PG,90,Sin_informacion,6,7985
3463,930.0,Resurrection: Ertugrul,SHOW,ErtuÄŸrul Bey and the Knights Templar in the 13th century Alba and step and step with the struggle against brutal Mongols depicts the process of establishing the Ottoman principality.,2015,TV-14,57,tt4320258,7,35515
3464,123.0,A River Runs Through It,MOVIE,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",1992,PG,123,tt0105265,7,59086
3465,97.0,The Quick and the Dead,MOVIE,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",1995,R,107,tt0114214,6,92224
3468,3050.0,21 Bridges,MOVIE,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",2019,R,99,tt8688634,6,64117
3469,3495.0,Sin_informacion,MOVIE,"In 2018, a young bartender in the Bronx, a coal minerâ€™s daughter in West Virginia, a grieving mother in Nevada and a registered nurse in Missouri join a movement of insurgent candidates challenging powerful incumbents in Congress. Without political experience or corporate money, these four women are attempting to do what many consider impossible.",2019,PG,86,tt9358052,7,12418
3470,3136.0,The Water Man,MOVIE,"Hoping to save his sick mother, a boy named Gunner and his friend Jo venture into the remote Wild Horse forest to search for a mythical figure who possesses the secret to immortality. When they go missing, Gunner's father Amos must immerse himself in his son's world to find them.",2020,PG,92,tt4779326,5,23794
3472,3531.0,Girls from Ipanema,SHOW,"A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club.",2019,TV-MA,57,tt8001788,7,3423
3473,4779.0,The Kingdom,SHOW,"After his running mate's murder, a controversial televangelist becomes Argentina's presidential candidate. But nothing about him is as holy as he seems.",2021,TV-MA,47,tt15068148,6,23794
3478,179.0,Herod's Law,MOVIE,"Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.",1999,R,120,tt0221344,7,5943
3481,3135.0,Murder Mystery,MOVIE,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",2019,PG-13,97,Sin_informacion,6,120532
3483,3205.0,Jeffrey Epstein: Filthy Rich,SHOW,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,2020,TV-MA,57,tt12312250,7,23216
