,index,Usuario,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
240,240.0,tm33545,Forgetting Sarah Marshall,MOVIE,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",2008,R,111,tt0800039,7,280121
242,242.0,ts17156,Arrested Development,SHOW,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2003,TV-MA,28,tt0367279,8,297552
244,244.0,ts12724,30 Rock,SHOW,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",2006,TV-14,25,tt0496424,8,121514
245,245.0,ts3371,Avatar: The Last Airbender,SHOW,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005,TV-Y7,24,tt0417299,9,297336
246,246.0,tm92641,Inception,MOVIE,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,PG-13,148,tt1375666,8,2268288
248,248.0,tm87484,How to Train Your Dragon,MOVIE,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast â€“ which he names Toothless â€“ much to the chagrin of his warrior father.",2010,PG,98,tt0892769,8,719717
252,252.0,ts21511,My Little Pony: Friendship Is Magic,SHOW,"""Get your muzzle out of those books and make some friends!"" That's what Princess Celestia tells Twilight Sparkle. She may be the smartest unicorn in Equestria, but Twilight Sparkle gets an ""incomplete"" in friendship. There's more to life than learning magic, after all -- so she goes to Ponyville on a mission to make friends. There she meets five special ponies who take her on exciting adventures and teach her the most powerful magic of all ... the magic of friendship!",2010,TV-Y7,22,tt1751105,7,20708
253,253.0,ts19036,The Fairly OddParents,SHOW,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",2001,TV-Y7,24,tt0235918,7,38046
255,255.0,ts32186,Sonic X,SHOW,Sonic and his friends team up with 12 year old Christopher to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.,2003,TV-Y7,21,tt0367413,6,4577
256,256.0,ts11313,DEATH NOTE,SHOW,"Light Yagami is an ace student with great prospectsâ€”and heâ€™s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006,TV-14,24,tt0877057,9,302147
258,258.0,ts21247,The Vampire Diaries,SHOW,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",2009,TV-14,42,tt1405406,7,310776
259,259.0,tm160815,Charlie and the Chocolate Factory,MOVIE,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",2005,PG,106,tt0367594,6,465995
260,260.0,tm78671,Cleaner,MOVIE,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",2007,R,88,tt0896798,6,41052
262,262.0,tm86803,The Social Network,MOVIE,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",2010,PG-13,121,tt1285016,7,681286
264,264.0,ts20305,Naruto,SHOW,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!",2002,TV-PG,23,tt0409591,8,93980
266,266.0,tm84371,Shooter,MOVIE,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why??",2007,R,124,tt0822854,7,329417
267,267.0,tm139658,Big Fish,MOVIE,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",2003,PG-13,125,tt0319061,8,435503
269,269.0,tm131038,Public Enemies,MOVIE,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2009,R,143,tt1152836,7,297525
272,272.0,tm133767,Love Actually,MOVIE,"'Love Actually' follows the lives of eight very different couples dealing with their love lives, in various loosely and interrelated tales, all set during a frantic month before Christmas in London, England.",2003,R,139,tt0314331,7,474176
274,274.0,ts17942,Chappelle's Show,SHOW,Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.,2003,TV-14,21,tt0353049,8,62140
275,275.0,tm148270,Something's Gotta Give,MOVIE,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",2003,PG-13,128,tt0337741,6,120400
276,276.0,tm93055,Grown Ups,MOVIE,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2010,PG-13,102,tt1375670,5,247229
278,278.0,tm26897,Quantum of Solace,MOVIE,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",2008,PG-13,106,tt0830515,6,441023
279,279.0,tm109304,The Ring,MOVIE,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,2002,PG-13,111,tt0298130,7,341888
281,281.0,tm76066,Into the Wild,MOVIE,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",2007,R,140,tt0758758,8,611379
282,282.0,tm90190,True Grit,MOVIE,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can findâ€”a man with 'true grit'â€”Reuben J. 'Rooster' Cogburn.",2010,PG-13,110,tt1403865,7,333378
283,283.0,tm29737,Rambo,MOVIE,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2008,R,92,tt0462499,7,228799
284,284.0,tm84906,Stardust,MOVIE,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",2007,PG-13,122,tt0486655,7,269043
285,285.0,ts6644,Borgen,SHOW,"40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible.",2010,TV-MA,58,tt1526318,8,23523
286,286.0,tm142086,The Last Samurai,MOVIE,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",2003,R,154,tt0325710,7,429097
288,288.0,ts30311,Victorious,SHOW,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,2010,TV-G,25,tt1604099,6,24224
291,291.0,ts21197,Merlin,SHOW,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",2008,TV-PG,44,tt1199099,7,80138
